2025-10-10 09:58:44,206 - WARNING -  * Debugger is active!
2025-10-10 10:13:47,483 - WARNING -  * Debugger is active!
2025-10-10 10:16:29,630 - WARNING -  * Debugger is active!
2025-10-10 10:16:30,463 - WARNING -  * Debugger is active!
2025-10-10 10:21:19,152 - WARNING -  * Debugger is active!
2025-10-10 10:21:19,258 - WARNING -  * Debugger is active!
2025-10-10 10:21:29,723 - WARNING -  * Debugger is active!
2025-10-10 10:22:12,710 - WARNING -  * Debugger is active!
2025-10-10 10:26:24,819 - WARNING -  * Debugger is active!
2025-10-10 10:26:26,857 - WARNING -  * Debugger is active!
2025-10-10 10:28:13,772 - WARNING -  * Debugger is active!
2025-10-10 10:28:19,751 - WARNING - [AUTH] BLOCKED unauthenticated access to / from 192.168.18.55
2025-10-10 10:28:19,751 - WARNING - [AUTH] Session contents: {}
2025-10-10 10:28:56,601 - WARNING - Could not get PK info for dbo.Burgers: 'pyodbc.Cursor' object has no attribute 'cursor'
2025-10-10 10:28:56,603 - WARNING - Could not get timestamp column for dbo.Burgers: 'pyodbc.Cursor' object has no attribute 'cursor'
2025-10-10 10:28:56,604 - WARNING - Could not get unique identifier column for dbo.Burgers: 'pyodbc.Cursor' object has no attribute 'cursor'
2025-10-10 10:28:56,830 - WARNING - Could not get PK info for dbo.Sandwiches: 'pyodbc.Cursor' object has no attribute 'cursor'
2025-10-10 10:28:56,831 - WARNING - Could not get timestamp column for dbo.Sandwiches: 'pyodbc.Cursor' object has no attribute 'cursor'
2025-10-10 10:28:56,834 - WARNING - Could not get unique identifier column for dbo.Sandwiches: 'pyodbc.Cursor' object has no attribute 'cursor'
2025-10-10 10:28:57,644 - WARNING - Could not get PK info for dbo.Noodle_Dishes: 'pyodbc.Cursor' object has no attribute 'cursor'
2025-10-10 10:28:57,645 - WARNING - Could not get timestamp column for dbo.Noodle_Dishes: 'pyodbc.Cursor' object has no attribute 'cursor'
2025-10-10 10:28:57,646 - WARNING - Could not get unique identifier column for dbo.Noodle_Dishes: 'pyodbc.Cursor' object has no attribute 'cursor'
2025-10-10 10:28:57,820 - WARNING - Could not get PK info for dbo.Sushi_Items: 'pyodbc.Cursor' object has no attribute 'cursor'
2025-10-10 10:28:57,821 - WARNING - Could not get timestamp column for dbo.Sushi_Items: 'pyodbc.Cursor' object has no attribute 'cursor'
2025-10-10 10:28:57,822 - WARNING - Could not get unique identifier column for dbo.Sushi_Items: 'pyodbc.Cursor' object has no attribute 'cursor'
2025-10-10 10:28:59,561 - WARNING - Could not get PK info for dbo.Basketball_Shoes: 'pyodbc.Cursor' object has no attribute 'cursor'
2025-10-10 10:28:59,562 - WARNING - Could not get timestamp column for dbo.Basketball_Shoes: 'pyodbc.Cursor' object has no attribute 'cursor'
2025-10-10 10:28:59,563 - WARNING - Could not get unique identifier column for dbo.Basketball_Shoes: 'pyodbc.Cursor' object has no attribute 'cursor'
2025-10-10 10:28:59,675 - WARNING - Could not get PK info for dbo.Running_Shoes: 'pyodbc.Cursor' object has no attribute 'cursor'
2025-10-10 10:28:59,676 - WARNING - Could not get timestamp column for dbo.Running_Shoes: 'pyodbc.Cursor' object has no attribute 'cursor'
2025-10-10 10:28:59,678 - WARNING - Could not get unique identifier column for dbo.Running_Shoes: 'pyodbc.Cursor' object has no attribute 'cursor'
2025-10-10 10:29:00,493 - WARNING - Could not get PK info for dbo.Sandals: 'pyodbc.Cursor' object has no attribute 'cursor'
2025-10-10 10:29:00,493 - WARNING - Could not get timestamp column for dbo.Sandals: 'pyodbc.Cursor' object has no attribute 'cursor'
2025-10-10 10:29:00,494 - WARNING - Could not get unique identifier column for dbo.Sandals: 'pyodbc.Cursor' object has no attribute 'cursor'
2025-10-10 10:29:00,705 - WARNING - Could not get PK info for dbo.Sneakers: 'pyodbc.Cursor' object has no attribute 'cursor'
2025-10-10 10:29:00,706 - WARNING - Could not get timestamp column for dbo.Sneakers: 'pyodbc.Cursor' object has no attribute 'cursor'
2025-10-10 10:29:00,708 - WARNING - Could not get unique identifier column for dbo.Sneakers: 'pyodbc.Cursor' object has no attribute 'cursor'
2025-10-10 10:29:02,170 - WARNING - Could not get PK info for dbo.Cakes: 'pyodbc.Cursor' object has no attribute 'cursor'
2025-10-10 10:29:02,171 - WARNING - Could not get timestamp column for dbo.Cakes: 'pyodbc.Cursor' object has no attribute 'cursor'
2025-10-10 10:29:02,171 - WARNING - Could not get unique identifier column for dbo.Cakes: 'pyodbc.Cursor' object has no attribute 'cursor'
2025-10-10 10:29:02,347 - WARNING - Could not get PK info for dbo.IceCream_Flavors: 'pyodbc.Cursor' object has no attribute 'cursor'
2025-10-10 10:29:02,349 - WARNING - Could not get timestamp column for dbo.IceCream_Flavors: 'pyodbc.Cursor' object has no attribute 'cursor'
2025-10-10 10:29:02,350 - WARNING - Could not get unique identifier column for dbo.IceCream_Flavors: 'pyodbc.Cursor' object has no attribute 'cursor'
2025-10-10 10:29:03,796 - WARNING - Could not get PK info for dbo.Dress_Shoes: 'pyodbc.Cursor' object has no attribute 'cursor'
